runId,test_id,testcase,bus_protocol,arbitration_scheme,psel_count,wait_state_cfg,retry_limit,parity_mode,baud_rate,fifo_depth,dma_enable,irq_mode,clk_mhz,apb_data_width,addr_width_bits,timeout_us,num_agents,agent_mode,env_mode,test_mode_enabled,reset_cycles,coverage_enable,assertion_enable,uvm_verbosity,debug_mode,error_injection_enable,error_injection_rate,compile_options,sim_options,vendor_ip_rev,lint_waivers,num_transactions,clock_period_ns,test_class,sequence_name,protocol
RUN-003723,irq_storm_test-003723,Irq_Storm,APB4,priority,2,4,1,odd,921600,4,0,edge,25,32,16,250,3,ACTIVE,functional,0,4,0,1,UVM_HIGH,1,1,0.019,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,5,48,40.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-003724,backpressure_test-003724,Backpressure,APB4,priority,2,3,0,even,230400,16,0,level,100,32,32,250,1,ACTIVE,stress,1,16,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,0,192,10.0,backpressure_test,backpressure_seq,APB4+UART
RUN-003725,uart_loopback_test-003725,Uart_Loopback,APB4,round_robin,8,4,1,odd,115200,16,0,level,200,8,32,100,3,ACTIVE,regression,0,16,0,0,UVM_LOW,0,1,0.006,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,0,192,5.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003726,backpressure_test-003726,Backpressure,APB3,priority,16,3,1,odd,115200,32,0,edge,100,8,32,500,1,PASSIVE,regression,0,4,0,1,UVM_LOW,0,1,0.0183,-O2 -sv,+UVM_TESTNAME=auto,r2p0,3,384,10.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003727,uart_loopback_test-003727,Uart_Loopback,APB4,priority,8,1,1,odd,230400,32,0,edge,25,8,16,50,3,ACTIVE,regression,0,8,1,1,UVM_HIGH,1,1,0.0131,-O2 -sv,+UVM_TESTNAME=auto,r1p0,7,384,40.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003728,dma_burst_test-003728,Dma_Burst,APB4,round_robin,4,5,0,odd,230400,32,0,edge,50,16,16,500,1,ACTIVE,functional,0,4,1,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,9,384,20.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003729,reset_recovery_test-003729,Reset_Recovery,APB4,round_robin,8,3,4,none,1500000,16,0,edge,50,8,16,500,2,ACTIVE,regression,0,8,0,1,UVM_MEDIUM,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,4,192,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-003730,backpressure_test-003730,Backpressure,APB3,round_robin,4,3,0,odd,115200,8,1,edge,50,16,32,100,2,ACTIVE,regression,0,8,0,1,UVM_MEDIUM,0,1,0.0337,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,4,96,20.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003731,reg_sweep_test-003731,Reg_Sweep,APB4,priority,2,2,1,even,1500000,4,1,level,200,16,16,500,1,ACTIVE,functional,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,0,48,5.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003732,reset_recovery_test-003732,Reset_Recovery,APB4,round_robin,4,5,1,odd,115200,64,1,level,100,32,16,100,1,ACTIVE,stress,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p0,4,768,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-003733,dma_burst_test-003733,Dma_Burst,APB3,priority,8,7,0,none,921600,16,1,level,25,32,16,100,1,PASSIVE,functional,0,8,1,1,UVM_LOW,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,4,192,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003734,backpressure_test-003734,Backpressure,APB3,static,4,0,4,odd,230400,16,1,level,200,32,16,250,1,ACTIVE,regression,0,4,1,0,UVM_LOW,0,1,0.0092,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,1,192,5.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003735,reset_recovery_test-003735,Reset_Recovery,APB3,round_robin,4,3,1,none,230400,16,1,edge,50,32,16,50,1,ACTIVE,functional,0,16,0,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,6,192,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003736,irq_storm_test-003736,Irq_Storm,APB4,priority,4,0,1,even,460800,32,0,edge,100,32,32,50,3,ACTIVE,stress,1,8,1,1,UVM_LOW,0,1,0.0247,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,2,384,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-003737,dma_burst_test-003737,Dma_Burst,APB3,static,4,4,0,even,115200,32,0,level,25,32,32,500,2,PASSIVE,stress,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,3,384,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003738,uart_loopback_test-003738,Uart_Loopback,APB4,round_robin,16,1,2,odd,230400,4,1,edge,50,8,16,500,3,ACTIVE,regression,0,8,0,1,UVM_MEDIUM,1,1,0.0389,-O2 -sv,+UVM_TESTNAME=auto,r1p0,1,48,20.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003739,reset_recovery_test-003739,Reset_Recovery,APB3,round_robin,16,0,4,none,460800,32,1,edge,50,16,32,100,2,ACTIVE,stress,0,16,0,1,UVM_LOW,0,1,0.035,-O2 -sv,+UVM_TESTNAME=auto,r2p0,8,384,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003740,irq_storm_test-003740,Irq_Storm,APB4,static,4,1,4,none,921600,8,0,level,25,32,32,250,2,ACTIVE,functional,0,16,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,4,96,40.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-003741,reg_sweep_test-003741,Reg_Sweep,APB3,static,4,5,1,none,115200,64,0,level,25,32,16,250,2,PASSIVE,functional,1,8,1,0,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,9,768,40.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003742,dma_burst_test-003742,Dma_Burst,APB4,priority,2,3,0,odd,115200,64,0,level,25,32,32,500,1,ACTIVE,regression,0,16,1,1,UVM_LOW,0,1,0.0161,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,7,768,40.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003743,reg_sweep_test-003743,Reg_Sweep,APB4,round_robin,8,1,0,even,115200,64,0,edge,25,8,32,50,2,PASSIVE,functional,0,4,1,0,UVM_MEDIUM,0,1,0.0023,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,6,768,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003744,uart_loopback_test-003744,Uart_Loopback,APB3,static,4,7,2,odd,1500000,32,0,edge,100,8,32,100,2,PASSIVE,functional,0,4,0,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,9,384,10.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-003745,reg_sweep_test-003745,Reg_Sweep,APB4,priority,4,1,4,even,921600,16,1,edge,100,32,16,250,2,ACTIVE,regression,0,16,1,1,UVM_HIGH,0,1,0.0338,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,0,192,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003746,uart_loopback_test-003746,Uart_Loopback,APB3,round_robin,4,1,4,odd,230400,16,1,level,100,16,16,250,2,ACTIVE,stress,0,16,1,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,6,192,10.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-003747,reg_sweep_test-003747,Reg_Sweep,APB3,round_robin,16,5,2,none,921600,32,1,edge,200,8,32,100,2,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,1,0.0116,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,8,384,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003748,reg_sweep_test-003748,Reg_Sweep,APB4,round_robin,4,3,1,even,921600,16,1,level,50,32,32,250,1,ACTIVE,functional,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,7,192,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003749,dma_burst_test-003749,Dma_Burst,APB3,priority,4,6,0,none,1500000,64,1,edge,50,32,32,500,1,ACTIVE,regression,0,4,1,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,1,768,20.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003750,parity_stress_test-003750,Parity_Stress,APB4,round_robin,2,0,0,none,115200,32,0,level,200,16,16,100,2,ACTIVE,functional,1,4,1,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,8,384,5.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-003751,reset_recovery_test-003751,Reset_Recovery,APB3,priority,8,5,4,none,115200,4,0,level,200,32,32,50,1,ACTIVE,regression,0,8,1,0,UVM_LOW,0,1,0.0184,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,5,48,5.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003752,reg_sweep_test-003752,Reg_Sweep,APB4,priority,16,2,4,odd,1500000,16,1,level,100,8,32,500,2,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,0,1,0.0161,-O2 -sv,+UVM_TESTNAME=auto,r2p0,1,192,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003753,uart_loopback_test-003753,Uart_Loopback,APB4,round_robin,2,0,1,even,921600,16,1,level,100,16,32,250,3,ACTIVE,regression,0,8,1,0,UVM_MEDIUM,0,1,0.0333,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,9,192,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003754,reg_sweep_test-003754,Reg_Sweep,APB4,round_robin,16,5,0,odd,115200,32,1,edge,200,32,32,500,3,ACTIVE,regression,0,4,1,1,UVM_LOW,0,1,0.0204,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,1,384,5.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003755,dma_burst_test-003755,Dma_Burst,APB3,static,2,1,2,none,230400,32,0,edge,25,32,32,250,3,ACTIVE,stress,1,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,2,384,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003756,irq_storm_test-003756,Irq_Storm,APB4,priority,4,6,2,even,460800,16,1,level,25,8,16,250,1,ACTIVE,functional,1,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,4,192,40.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-003757,dma_burst_test-003757,Dma_Burst,APB3,static,4,3,4,even,115200,16,1,level,200,32,32,50,3,ACTIVE,stress,0,16,1,1,UVM_LOW,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,3,192,5.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003758,parity_stress_test-003758,Parity_Stress,APB4,round_robin,8,4,0,odd,115200,32,1,level,100,32,32,100,2,ACTIVE,regression,1,8,1,1,UVM_LOW,1,1,0.0186,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,1,384,10.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-003759,uart_loopback_test-003759,Uart_Loopback,APB4,priority,2,7,4,odd,115200,32,0,edge,200,32,16,100,2,ACTIVE,functional,0,8,0,1,UVM_LOW,0,1,0.025,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,11,384,5.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003760,backpressure_test-003760,Backpressure,APB3,static,8,3,1,none,921600,64,1,edge,100,32,16,500,2,ACTIVE,functional,0,16,1,1,UVM_HIGH,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,9,768,10.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003761,dma_burst_test-003761,Dma_Burst,APB4,static,4,7,4,even,230400,32,1,edge,200,16,32,500,2,PASSIVE,functional,1,16,0,1,UVM_LOW,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,7,384,5.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003762,parity_stress_test-003762,Parity_Stress,APB3,priority,8,6,4,odd,115200,32,0,level,50,8,16,250,1,ACTIVE,functional,0,4,1,1,UVM_LOW,1,1,0.034,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,0,384,20.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-003763,reg_sweep_test-003763,Reg_Sweep,APB3,static,8,2,1,even,1500000,8,1,level,100,32,32,50,3,ACTIVE,regression,0,16,1,1,UVM_HIGH,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,10,96,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003764,reset_recovery_test-003764,Reset_Recovery,APB3,priority,16,0,4,odd,230400,32,0,level,100,8,32,250,2,ACTIVE,stress,1,8,0,1,UVM_MEDIUM,0,1,0.0224,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,3,384,10.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003765,reg_sweep_test-003765,Reg_Sweep,APB3,priority,4,2,0,none,230400,64,1,edge,200,32,32,100,3,ACTIVE,functional,0,16,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,9,768,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003766,uart_loopback_test-003766,Uart_Loopback,APB4,round_robin,2,2,1,even,115200,32,1,level,50,32,32,250,1,ACTIVE,regression,0,8,1,1,UVM_MEDIUM,1,1,0.0257,-O2 -sv,+UVM_TESTNAME=auto,r2p0,8,384,20.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003767,parity_stress_test-003767,Parity_Stress,APB3,round_robin,16,1,1,even,460800,64,0,edge,100,8,32,250,1,ACTIVE,functional,1,4,1,1,UVM_MEDIUM,0,1,0.0031,-O2 -sv,+UVM_TESTNAME=auto,r1p0,4,768,10.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-003768,reg_sweep_test-003768,Reg_Sweep,APB4,priority,8,7,4,odd,115200,32,1,edge,25,16,32,50,2,ACTIVE,regression,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,3,384,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003769,dma_burst_test-003769,Dma_Burst,APB3,round_robin,8,7,0,even,115200,4,0,level,25,32,16,100,1,ACTIVE,stress,0,16,1,1,UVM_HIGH,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,7,48,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003770,irq_storm_test-003770,Irq_Storm,APB3,static,2,0,1,odd,921600,4,0,edge,100,32,32,100,3,ACTIVE,stress,0,4,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,2,48,10.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-003771,backpressure_test-003771,Backpressure,APB3,static,16,2,1,even,921600,16,1,level,100,32,32,50,2,ACTIVE,functional,0,8,1,1,UVM_LOW,0,1,0.0023,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,11,192,10.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003772,reg_sweep_test-003772,Reg_Sweep,APB3,priority,2,6,2,even,115200,32,1,edge,100,32,32,250,2,ACTIVE,functional,0,8,1,0,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,11,384,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003773,reg_sweep_test-003773,Reg_Sweep,APB3,round_robin,8,6,1,none,460800,16,0,level,50,16,32,250,2,ACTIVE,regression,0,4,0,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,4,192,20.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003774,parity_stress_test-003774,Parity_Stress,APB3,priority,2,5,4,even,921600,32,1,level,100,32,16,50,2,ACTIVE,regression,0,4,1,1,UVM_MEDIUM,0,1,0.0066,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,8,384,10.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-003775,backpressure_test-003775,Backpressure,APB3,static,8,7,0,none,1500000,16,0,level,100,32,32,500,1,ACTIVE,functional,0,4,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r2p0,7,192,10.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003776,irq_storm_test-003776,Irq_Storm,APB4,priority,4,7,2,none,1500000,32,0,edge,100,32,32,100,2,ACTIVE,stress,0,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,7,384,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-003777,reset_recovery_test-003777,Reset_Recovery,APB4,priority,8,0,0,none,1500000,16,0,level,100,32,32,100,3,ACTIVE,functional,0,16,1,1,UVM_MEDIUM,0,1,0.0397,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,10,192,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-003778,dma_burst_test-003778,Dma_Burst,APB3,priority,4,2,4,even,230400,32,0,edge,25,16,16,50,1,ACTIVE,stress,1,16,1,1,UVM_LOW,0,1,0.0178,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,8,384,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003779,reset_recovery_test-003779,Reset_Recovery,APB4,priority,2,4,2,none,230400,8,0,level,50,8,32,250,3,ACTIVE,regression,0,16,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,9,96,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-003780,backpressure_test-003780,Backpressure,APB3,priority,16,3,1,odd,115200,4,1,edge,200,32,16,50,1,ACTIVE,functional,1,16,1,1,UVM_LOW,0,1,0.0232,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,9,48,5.0,backpressure_test,backpressure_seq,APB3+UART
RUN-003781,reg_sweep_test-003781,Reg_Sweep,APB3,round_robin,4,2,0,odd,115200,16,1,edge,50,8,32,100,3,ACTIVE,stress,0,8,1,0,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p0,10,192,20.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003782,reg_sweep_test-003782,Reg_Sweep,APB3,static,2,2,0,none,230400,8,0,edge,200,8,32,50,2,ACTIVE,functional,0,4,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,10,96,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003783,dma_burst_test-003783,Dma_Burst,APB4,round_robin,4,5,0,odd,115200,4,0,level,100,16,32,50,1,ACTIVE,regression,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,2,48,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003784,uart_loopback_test-003784,Uart_Loopback,APB4,round_robin,16,5,0,none,115200,16,1,level,100,32,32,250,1,ACTIVE,functional,0,4,1,1,UVM_HIGH,0,1,0.0222,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,9,192,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003785,reg_sweep_test-003785,Reg_Sweep,APB4,priority,4,3,1,even,921600,8,1,edge,50,16,16,100,2,PASSIVE,regression,0,4,1,1,UVM_LOW,0,1,0.0327,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,4,96,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003786,dma_burst_test-003786,Dma_Burst,APB4,priority,2,6,4,even,230400,16,0,edge,100,8,32,500,2,ACTIVE,regression,0,4,0,1,UVM_HIGH,0,1,0.0141,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,4,192,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003787,irq_storm_test-003787,Irq_Storm,APB3,static,8,4,0,odd,230400,64,1,edge,50,8,16,50,2,ACTIVE,stress,1,8,1,0,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,3,768,20.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-003788,dma_burst_test-003788,Dma_Burst,APB3,static,4,6,1,even,460800,4,0,level,50,32,32,50,2,PASSIVE,functional,1,4,1,1,UVM_LOW,0,1,0.023,-O2 -sv,+UVM_TESTNAME=auto,r1p0,2,48,20.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-003789,reg_sweep_test-003789,Reg_Sweep,APB4,round_robin,2,6,1,none,1500000,8,1,level,50,32,16,250,2,ACTIVE,stress,0,4,1,1,UVM_MEDIUM,0,1,0.0252,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,8,96,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003790,irq_storm_test-003790,Irq_Storm,APB4,static,2,3,1,even,460800,16,0,edge,200,32,16,250,3,PASSIVE,stress,0,8,1,1,UVM_HIGH,0,1,0.0228,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,10,192,5.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-003791,reg_sweep_test-003791,Reg_Sweep,APB4,static,2,6,0,odd,1500000,8,1,level,100,32,16,250,3,ACTIVE,functional,1,8,1,1,UVM_HIGH,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p0,10,96,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003792,reg_sweep_test-003792,Reg_Sweep,APB3,static,2,3,1,even,921600,8,0,level,100,32,16,50,2,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,1,0.0048,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,3,96,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-003793,dma_burst_test-003793,Dma_Burst,APB4,static,2,0,4,none,230400,16,1,level,50,8,16,500,1,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,4,192,20.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003794,reset_recovery_test-003794,Reset_Recovery,APB3,priority,8,5,2,none,115200,32,0,level,50,32,32,250,2,PASSIVE,functional,0,4,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,1,384,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003795,reset_recovery_test-003795,Reset_Recovery,APB4,static,8,2,1,odd,115200,8,0,edge,25,16,32,250,3,ACTIVE,functional,0,16,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,0,96,40.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-003796,uart_loopback_test-003796,Uart_Loopback,APB4,round_robin,8,5,2,even,1500000,64,1,level,100,8,32,50,2,ACTIVE,regression,1,16,0,1,UVM_HIGH,0,1,0.0014,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,0,768,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-003797,irq_storm_test-003797,Irq_Storm,APB3,round_robin,16,2,2,odd,115200,16,1,level,50,16,32,100,1,ACTIVE,stress,0,16,1,1,UVM_LOW,0,1,0.0299,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,9,192,20.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-003798,reset_recovery_test-003798,Reset_Recovery,APB3,static,4,5,1,odd,921600,4,0,edge,25,32,32,50,3,PASSIVE,stress,1,8,0,1,UVM_LOW,0,1,0.0352,-O2 -sv,+UVM_TESTNAME=auto,r1p0,8,48,40.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003799,dma_burst_test-003799,Dma_Burst,APB4,priority,2,5,0,even,460800,32,1,level,50,32,32,50,2,PASSIVE,functional,0,4,0,1,UVM_LOW,1,1,0.0072,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,7,384,20.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003800,reset_recovery_test-003800,Reset_Recovery,APB3,priority,2,2,2,odd,460800,4,1,edge,200,16,32,100,1,ACTIVE,stress,0,4,1,1,UVM_LOW,0,1,0.0337,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,6,48,5.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-003801,irq_storm_test-003801,Irq_Storm,APB3,round_robin,4,4,2,none,1500000,64,0,edge,200,32,16,500,1,ACTIVE,stress,0,8,0,1,UVM_HIGH,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,5,768,5.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-003802,dma_burst_test-003802,Dma_Burst,APB4,static,8,0,0,even,1500000,64,0,level,100,32,16,100,2,ACTIVE,stress,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,8,768,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-003803,reg_sweep_test-003803,Reg_Sweep,APB4,priority,16,6,4,none,230400,8,0,level,25,32,16,50,1,ACTIVE,stress,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,5,96,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-003804,backpressure_test-003804,Backpressure,APB4,static,2,2,2,none,921600,8,0,edge,50,16,32,50,2,ACTIVE,regression,0,8,1,1,UVM_HIGH,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,4,96,20.0,backpressure_test,backpressure_seq,APB4+UART
RUN-003805,reset_recovery_test-003805,Reset_Recovery,APB4,priority,2,1,4,none,1500000,4,1,edge,50,16,32,100,2,ACTIVE,regression,0,8,1,1,UVM_MEDIUM,1,1,0.0065,-O2 -sv,+UVM_TESTNAME=auto,r1p0,1,48,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
